State,First_vaccine_date,Full,Before,first_week,first_second_week,before_last_game,second_seven_week,second_second_week,After,RMSE
GRL,2021-03-04,-92.45087924012584,-82.06148413048126,-89.77993807600487,-94.16942075488839,-96.24177285012094,-95.85046054771786,-93.68976354242032,-91.4554192669537,5.575672702430795
GTM,2021-03-04,-33.210360883258105,-18.45350643460857,-26.97620755980551,-37.24947553551721,-38.244170385965674,-42.414362288299586,-47.57809378748657,-43.767900776934034,1096.354799293273
GUY,2021-02-18,-8.316075091308669,-17.007714015031976,-3.504545699376016,38.0266607039053,37.05084969475138,2.7379246797447347,-28.418082341229812,-36.46361969775291,22.031343864644217
HND,2021-03-07,-14.959588010911046,18.485700838265362,-20.710619309565008,-24.48192386211483,-31.447716721862633,-39.869929370989816,-32.5823910118675,-24.327457554692714,374.82711913556045
HRV,2021-01-06,-21.24034119136683,11.222054079827522,-0.6601199077879452,-1.8869559743284217,-19.115419425339212,-33.386950360863715,-44.4278016914911,-47.07996909378391,93.60614649703246
HUN,2021-01-04,-57.692395053924585,-38.50819242188671,-50.9075185800706,-48.71998037971836,-57.452048358098295,-61.78970564847332,-75.5666833195343,-82.98082373119357,47.61183478056123
IDN,2021-01-19,43.78875060509734,-4.354802912442433,22.41222795946089,52.89710067640061,81.05354773990892,134.55833891122936,233.85737355084905,326.99848992088545,20871.544555026867
IMN,2021-01-30,-71.21704697852641,-86.55481343406476,-82.39444112733094,-71.64793118240479,-57.044979833601715,-36.7936519469627,-14.70815701031123,3.9259577188302743,91.6684170909132
IND,2021-01-22,15.329636997694953,7.247624770435521,8.149105199978752,12.205152923822286,20.769428253400704,31.229818919838014,36.08102790804481,14.15445769677009,7055.348404298257
IRL,2021-01-04,-34.754418283307814,-24.010541429049024,-37.333539017937085,-35.76742229706732,-43.411469753830865,-40.49386030311189,-36.7885176233807,-34.167113459122646,516.1499049430126
IRN,2021-02-15,-54.52950216263381,-31.1903363141847,-55.13846409833828,-67.04825863820399,-74.91564672068506,-68.6629681235252,-53.81561294139555,-56.239585100669466,18316.158948726803
IRQ,2021-03-08,0.06551721031197703,-0.7675723474095819,-25.27431351073046,-21.415336335069124,0.3361741760822223,18.397966632781426,46.34845119160662,40.77606255409799,1962.4088751693237
ISL,2021-01-06,-87.22615929002215,-69.74882370111847,-90.61140179858225,-91.31887723507204,-90.8084441306448,-89.10564895829195,-86.59248063236313,-83.72806021127951,72.11137292812957
ISR,2020-12-26,-58.73591017146945,13.43992071426808,-21.340602629582108,-50.99592622109114,-65.70053362467185,-71.1215236126232,-75.78797767070122,-77.68375313143318,3265.1963821093836
ITA,2021-01-03,-87.40464098149717,-36.833916855988406,-66.68639404882671,-82.50920184537259,-95.71243836436761,-117.89528065034101,-122.56063580887707,-112.65263380316746,4959.49248825391
JAM,2021-03-16,-83.73630908323204,-31.852756989755292,-71.9246015858665,-80.9574713497734,-87.98554407928806,-92.06509786426554,-94.44273477226676,-95.63935479890498,317.59467054954933
JEY,2021-03-21,95.42839700817868,-19.836180971337004,147.53553656863926,474.22219507203954,664.1935071097053,564.1013241891999,591.4453057422317,787.652240114038,144.09639081680965
JOR,2021-01-19,-33.67808278945578,-10.079267685323908,-47.42798406450802,-38.838677868932535,-37.234972112541755,-47.54669435020183,-41.38697346231474,-40.344591724878086,301.9709705026947
JPN,2021-02-24,-70.58761129864757,-27.444739164288624,-72.36864817304225,-66.23865113201934,-70.35875854853319,-80.34201685979177,-80.21795608694745,-77.0207053772946,10441.09008987396
KEN,2021-03-11,-39.66009325747187,-23.415084529308785,-43.48398955258735,-50.067395129242044,-52.855905947440895,-47.884134846421865,-36.32024424855722,-17.898598073061937,408.48214136256564
KHM,2021-02-16,44.623781036396224,10.714391662945049,32.5664248585332,71.16895935400042,111.162419570719,91.02435939017788,107.97881693829008,122.93776524169428,361.4694979771497
KNA,2021-03-12,53.3266126610072,234.17818746473188,267.1618028978305,409.68574565617735,254.83759422108548,11.670140000932497,-50.718868204471846,-56.48783920082997,11.227580746428616
KOR,2021-03-05,-26.93505842941683,-20.066243129199528,-24.162138136403293,-26.891314151579955,-33.5483511354606,-33.66946300054229,-33.730206051524675,-31.01633299024355,457.14228714901145
KWT,2021-01-04,124.58195025594286,39.04061828298161,127.98682027805752,179.14738471135973,275.77042502491236,430.5816767778655,751.6859211378733,828.5554561823495,1166.733363173503
LAO,2021-04-11,-38.44847151232859,-32.4911039574306,-46.37668681287521,-41.64420748568279,-33.67995644036516,-34.59715917956545,-44.25846659774408,-28.20165054328073,98.6105029899882
LBN,2021-02-20,-58.44878444748893,-33.08967213925457,-60.4244032851316,-64.72168485842118,-71.26734488636689,-67.4331353864881,-58.239969075570116,-54.02761185853965,667.5880198044496
LBR,2021-05-19,260.0754214139224,-28.63790545572223,3092.983278303243,2119.5343627694156,687.4323279272005,786.2771232142666,876.748093907946,1030.0781486653034,72.2502461564192
LBY,2021-04-24,25.957250119179548,-29.097882262151252,-16.13920376771751,22.763005185904312,59.67285685564849,73.498843524464,150.08202561256434,193.9406346805258,1325.8647841560119
LCA,2021-02-23,-52.00362504658087,59.460000666561776,113.27390945520617,4.841591011897106,-53.70642432387724,-72.44122746956576,-79.53503243595048,-81.37178578120671,47.84491318460863
LIE,2021-01-06,3.0059234631020186,58.426035576638114,151.3284574905842,30.64269131968187,-22.659549103553235,-37.05650957644973,1.29074210440218,,2.331820484530678
LKA,2021-02-04,-49.041552773990766,-13.689553193571818,-19.739424337532586,-38.617689357953836,-56.09816343242977,-62.85317197221673,-73.95814164794739,-75.90844527881704,2037.4370679294786
LSO,2021-03-16,-0.7119640034124517,-18.519835726745857,-21.88328108735948,-5.206879984589663,-9.946778537919576,39.28896647267747,250.4542840254596,-44.726347470537846,33.203957623583854
LTU,2021-01-03,63.20943023727612,80.8924196382809,50.92437089442935,44.96475426325796,46.048402934114584,58.433720071918295,80.69768451661258,88.36934387738339,260.11375376069003
LUX,2021-01-04,21.336418246332737,-1.6994147763431893,34.06636717220024,50.330616020161436,58.19092393585126,79.64248914987341,30.83685866283626,7.2701819546116235,27.633384392526786
LVA,2020-12-18,-60.98773354274816,-14.12901513563744,-51.4058776560996,-64.37520007359413,-70.33576475036843,-76.5555596866602,-81.79334961837846,-86.07219697489816,63.753918358256854
MAR,2021-02-04,-62.74272276440165,-35.54104862709027,-70.37620061001057,-74.59571125448079,-73.07495082675788,-67.6100015576108,-53.66791457642874,-44.953176264594404,4316.877241791898
MCO,2021-01-06,-78.7706900735245,-73.55591240051926,-87.7751694866195,-85.66254680076403,-79.048479259385,-76.65990564117241,-73.96417720469877,-65.04571300044206,10.0343649251043
MDA,2021-03-12,-50.445870443547136,-7.9927972006010455,-34.42958042832052,-42.02156025023501,-51.131401375398745,-62.129818479199784,-72.18188387848454,-69.91670474251761,129.03500712627306
MDG,2021-05-19,-340.8812517646687,-39.33058241528375,-272.2605191549186,-700.3159457038624,-736.2828596470459,-1116.9403612803023,-2289.056912659109,-2932.8607435501153,41.656967630340844
MDV,2021-02-09,-20.33911976784739,-12.798088930772314,-12.761439665559521,-25.450953441040774,-25.80646504031928,-31.25631926190127,-27.36791702919794,-31.338003026531226,26.985842872774185
MEX,2020-12-31,-28.21405888896445,-29.04582333180007,-42.5179110580444,-37.73661880913844,-34.53435706138098,-26.9500163137824,-6.6713665799972635,8.328884635293123,5008.911757731687
MKD,2021-02-23,-75.82396918084085,150.2222927117357,49.1627383672605,-42.067042722206615,-71.1539173063488,-86.06841583681107,-88.85571333169543,-85.93491705987925,409.2806333027161
MLI,2021-04-06,103.42175002924674,-74.13198932707023,-154.97336375034854,296.560315775413,746.5190983112487,244.49735707558102,13.42287464041376,1.1439925009288505,21.332996720313073
MLT,2021-01-24,-25.07657051790228,-66.93757589179938,-45.39965020883386,2.222515455042702,31.163301728799688,50.11728165025646,82.89953613113519,184.1943418616872,72.0351422129385
MMR,2021-02-02,93.2925931785843,7.226841807503044,62.8220800956257,123.73518982536152,162.22618176064194,228.35182444466588,317.13227596582885,283.5067652942712,4901.047928403596
MNE,2021-02-27,-79.24863637970772,-8.651158808433948,-63.008435329914036,-77.24058562449372,-81.67320018606145,-86.19977247203343,-90.44623621704214,,251.88246170498599
MNG,2021-03-01,-13.57106823236245,-7.0514793145378745,-13.68926276874682,3.961417778719757,10.359292221536155,-10.817534943075902,-35.40092832313202,-48.30743894234744,381.4939650751935
MOZ,2021-03-14,140.41511471570482,40.559710528058986,72.95558611690387,137.70689367800088,218.6330337746774,391.79365896869325,616.7506355755703,758.7651295899068,1988.6885694856123
MRT,2021-04-02,-53.08559720313071,-32.68993849977534,-65.97069324502047,-67.38544816589943,-62.07889978477888,-56.06631169846664,-44.46078195771897,-36.365997978480685,135.1497876541203
MUS,2021-02-01,-73.89258093765476,-63.93022290190201,-59.68159526362567,-60.53019457808597,-69.29323058738358,-78.53107727811107,-84.83261499591622,-84.87425850932698,134.08861076202595
MWI,2021-03-24,-21.099609478769466,-43.53487275273297,-44.14782770356971,-26.0390063207794,3.546516578589032,37.83708439304321,120.47834845099159,216.5151660886297,222.5153638087917
MYS,2021-03-03,-30.749170327395763,-13.591492213376869,-24.87146877201533,-31.69021302562681,-39.24268930952539,-40.806974911936756,-41.68758848034327,-48.37756700901539,6037.660906407167
NCL,2021-02-09,-37.47024737792669,-56.60382333654938,-39.19902073897537,,,,,,0.15835090114979247
NER,2021-04-04,-13.378155209388561,10.168295080617911,15.187312252673951,-29.329895884785522,-19.876572370692987,-15.112384563323813,-36.30029942631496,-47.58057763583964,2.296815528249276
