date,moving_average_new_cases,moving_average_new_vaccinations
2021-01-05,785.1428571428571,1138.857142857143
2021-01-06,785.1428571428571,793.5714285714286
2021-01-07,785.1428571428571,714.0
2021-01-08,785.1428571428571,746.0
2021-01-09,785.1428571428571,806.4285714285714
2021-01-10,789.4285714285714,888.0
2021-01-11,789.4285714285714,984.8571428571429
2021-01-12,789.4285714285714,1119.5714285714287
2021-01-13,789.4285714285714,1238.4285714285713
2021-01-14,789.4285714285714,1241.0
2021-01-15,789.4285714285714,1162.5714285714287
2021-01-16,789.4285714285714,1087.142857142857
2021-01-17,475.7142857142857,1003.7142857142857
2021-01-18,475.7142857142857,934.0
2021-01-19,475.7142857142857,854.7142857142857
2021-01-20,475.7142857142857,813.1428571428571
2021-01-21,475.7142857142857,833.5714285714286
2021-01-22,475.7142857142857,898.8571428571429
2021-01-23,475.7142857142857,958.5714285714286
2021-01-24,422.85714285714283,1021.0
2021-01-25,422.85714285714283,1055.4285714285713
2021-01-26,422.85714285714283,1064.5714285714287
2021-01-27,422.85714285714283,1099.2857142857142
2021-01-28,422.85714285714283,1197.5714285714287
2021-01-29,422.85714285714283,1335.0
2021-01-30,422.85714285714283,1480.2857142857142
2021-01-31,560.2857142857143,1629.0
2021-02-01,560.2857142857143,1806.0
2021-02-02,560.2857142857143,2008.0
2021-02-03,560.2857142857143,2179.714285714286
2021-02-04,560.2857142857143,2261.4285714285716
2021-02-05,560.2857142857143,2289.0
2021-02-06,560.2857142857143,2311.285714285714
2021-02-07,704.8571428571429,2330.285714285714
2021-02-08,704.8571428571429,2338.8571428571427
2021-02-09,704.8571428571429,2333.1428571428573
2021-02-10,704.8571428571429,2309.285714285714
2021-02-11,704.8571428571429,2323.8571428571427
2021-02-12,704.8571428571429,2360.1428571428573
2021-02-13,704.8571428571429,2407.285714285714
2021-02-14,852.0,2457.0
2021-02-15,852.0,2503.8571428571427
2021-02-16,852.0,2552.714285714286
2021-02-17,852.0,2628.5714285714284
2021-02-18,852.0,2675.285714285714
2021-02-19,852.0,2914.8571428571427
2021-02-20,852.0,3215.4285714285716
2021-02-21,989.0,3738.285714285714
2021-02-22,989.0,4454.142857142857
2021-02-23,989.0,5433.285714285715
2021-02-24,989.0,6714.714285714285
2021-02-25,989.0,8319.0
2021-02-26,989.0,9759.714285714286
2021-02-27,989.0,11155.0
2021-02-28,1466.7142857142858,12157.57142857143
2021-03-01,1466.7142857142858,12950.42857142857
2021-03-02,1466.7142857142858,13535.285714285714
2021-03-03,1466.7142857142858,13477.42857142857
2021-03-04,1466.7142857142858,13110.714285714286
2021-03-05,1466.7142857142858,12699.57142857143
2021-03-06,1466.7142857142858,12208.857142857143
2021-03-07,1872.142857142857,11863.857142857143
2021-03-08,1872.142857142857,11417.285714285714
2021-03-09,1872.142857142857,10658.857142857143
2021-03-10,1872.142857142857,10276.57142857143
2021-03-11,1872.142857142857,9784.142857142857
2021-03-12,1872.142857142857,9216.285714285714
2021-03-13,1872.142857142857,8674.0
2021-03-14,2581.0,8144.571428571428
2021-03-15,2581.0,7674.714285714285
2021-03-16,2581.0,7378.0
2021-03-17,2581.0,6981.714285714285
2021-03-18,2581.0,6485.857142857143
2021-03-19,2581.0,5952.428571428572
2021-03-20,2581.0,5500.571428571428
2021-03-21,3514.5714285714284,5087.857142857143
2021-03-22,3514.5714285714284,4824.428571428572
2021-03-23,3514.5714285714284,4803.428571428572
2021-03-24,3514.5714285714284,4988.142857142857
2021-03-25,3514.5714285714284,5558.428571428572
2021-03-26,3514.5714285714284,6404.285714285715
2021-03-27,3514.5714285714284,7199.571428571428
2021-03-28,3612.8571428571427,7967.142857142857
2021-03-29,3612.8571428571427,8671.42857142857
2021-03-30,3612.8571428571427,9224.714285714286
2021-03-31,3612.8571428571427,9643.57142857143
2021-04-01,3612.8571428571427,9865.0
2021-04-02,3612.8571428571427,9872.142857142857
2021-04-03,3612.8571428571427,9878.42857142857
2021-04-04,3498.4285714285716,9866.142857142857
2021-04-05,3498.4285714285716,9770.857142857143
2021-04-06,3498.4285714285716,9586.857142857143
2021-04-07,3498.4285714285716,9380.285714285714
2021-04-08,3498.4285714285716,9301.0
2021-04-09,3498.4285714285716,9330.714285714286
2021-04-10,3498.4285714285716,9352.42857142857
2021-04-11,2753.1428571428573,9394.42857142857
2021-04-12,2753.1428571428573,9505.42857142857
2021-04-13,2753.1428571428573,9708.57142857143
2021-04-14,2753.1428571428573,9931.285714285714
2021-04-15,2753.1428571428573,9958.714285714286
2021-04-16,2753.1428571428573,9906.0
2021-04-17,2753.1428571428573,9848.285714285714
2021-04-18,2061.714285714286,9780.714285714286
2021-04-19,2061.714285714286,9689.857142857143
2021-04-20,2061.714285714286,9607.714285714286
2021-04-21,2061.714285714286,9591.42857142857
2021-04-22,2061.714285714286,9801.285714285714
2021-04-23,2061.714285714286,10129.42857142857
2021-04-24,2061.714285714286,10492.57142857143
2021-04-25,1591.0,10880.714285714286
2021-04-26,1591.0,11353.57142857143
2021-04-27,1591.0,11899.142857142857
