date,moving_average_new_cases,moving_average_new_vaccinations
2021-05-19,5.857142857142857,250.0
2021-05-20,5.857142857142857,250.0
2021-05-21,5.857142857142857,250.0
2021-05-22,5.857142857142857,260.42857142857144
2021-05-23,5.857142857142857,281.2857142857143
2021-05-24,5.857142857142857,312.57142857142856
2021-05-25,4.714285714285714,354.2857142857143
2021-05-26,4.714285714285714,406.42857142857144
2021-05-27,4.714285714285714,469.0
2021-05-28,4.714285714285714,542.0
2021-05-29,4.714285714285714,604.5714285714286
2021-05-30,4.714285714285714,656.7142857142857
2021-05-31,4.714285714285714,698.4285714285714
2021-06-01,3.4285714285714284,729.7142857142857
2021-06-02,3.4285714285714284,750.5714285714286
2021-06-03,3.4285714285714284,761.0
2021-06-04,3.4285714285714284,761.0
2021-06-05,3.4285714285714284,761.0
2021-06-06,3.4285714285714284,761.0
2021-06-07,3.4285714285714284,761.0
2021-06-08,3.857142857142857,761.0
2021-06-09,3.857142857142857,765.2857142857143
2021-06-10,3.857142857142857,774.0
2021-06-11,3.857142857142857,787.0
2021-06-12,3.857142857142857,804.4285714285714
2021-06-13,3.857142857142857,826.1428571428571
2021-06-14,3.857142857142857,852.2857142857143
2021-06-15,4.428571428571429,882.7142857142857
2021-06-16,4.428571428571429,908.8571428571429
2021-06-17,4.428571428571429,930.5714285714286
2021-06-18,4.428571428571429,948.0
2021-06-19,4.428571428571429,961.0
2021-06-20,4.428571428571429,969.7142857142857
2021-06-21,4.428571428571429,974.0
2021-06-22,4.285714285714286,974.0
2021-06-23,4.285714285714286,974.0
2021-06-24,4.285714285714286,974.0
2021-06-25,4.285714285714286,974.0
2021-06-26,4.285714285714286,974.0
2021-06-27,4.285714285714286,974.0
2021-06-28,4.285714285714286,974.0
2021-06-29,4.142857142857143,963.5714285714286
2021-06-30,4.142857142857143,942.7142857142857
2021-07-01,4.142857142857143,911.2857142857143
2021-07-02,4.142857142857143,869.4285714285714
2021-07-03,4.142857142857143,817.1428571428571
2021-07-04,4.142857142857143,754.2857142857143
2021-07-05,4.142857142857143,681.0
2021-07-06,4.0,618.1428571428571
2021-07-07,4.0,565.7142857142857
