date,moving_average_new_cases,moving_average_new_vaccinations
2021-01-03,1507.142857142857,1234.0
2021-01-04,1507.142857142857,1111.7142857142858
2021-01-05,1507.142857142857,1040.0
2021-01-06,1507.142857142857,1121.2857142857142
2021-01-07,1507.142857142857,1251.0
2021-01-08,1507.142857142857,1477.7142857142858
2021-01-09,1507.142857142857,1717.857142857143
2021-01-10,1980.857142857143,1955.0
2021-01-11,1980.857142857143,2192.0
2021-01-12,1980.857142857143,2390.5714285714284
2021-01-13,1980.857142857143,2474.4285714285716
2021-01-14,1980.857142857143,2510.285714285714
2021-01-15,1980.857142857143,2515.714285714286
2021-01-16,1980.857142857143,2525.5714285714284
2021-01-17,1392.7142857142858,2547.0
2021-01-18,1392.7142857142858,2575.1428571428573
2021-01-19,1392.7142857142858,2623.0
2021-01-20,1392.7142857142858,2689.4285714285716
2021-01-21,1392.7142857142858,2689.714285714286
2021-01-22,1392.7142857142858,2601.714285714286
2021-01-23,1392.7142857142858,2520.285714285714
2021-01-24,1243.2857142857142,2441.714285714286
2021-01-25,1243.2857142857142,2364.714285714286
2021-01-26,1243.2857142857142,2274.285714285714
2021-01-27,1243.2857142857142,2181.1428571428573
2021-01-28,1243.2857142857142,2159.8571428571427
2021-01-29,1243.2857142857142,2243.1428571428573
2021-01-30,1243.2857142857142,2306.0
2021-01-31,1234.5714285714287,2362.8571428571427
2021-02-01,1234.5714285714287,2424.8571428571427
2021-02-02,1234.5714285714287,2479.5714285714284
2021-02-03,1234.5714285714287,2526.285714285714
2021-02-04,1234.5714285714287,2564.5714285714284
2021-02-05,1234.5714285714287,2575.714285714286
2021-02-06,1234.5714285714287,2609.285714285714
2021-02-07,1014.2857142857143,2645.714285714286
2021-02-08,1014.2857142857143,2687.8571428571427
2021-02-09,1014.2857142857143,2724.1428571428573
2021-02-10,1014.2857142857143,2732.5714285714284
2021-02-11,1014.2857142857143,2744.8571428571427
2021-02-12,1014.2857142857143,2797.0
2021-02-13,1014.2857142857143,2845.1428571428573
2021-02-14,816.5714285714286,2894.1428571428573
2021-02-15,816.5714285714286,2929.8571428571427
2021-02-16,816.5714285714286,3006.5714285714284
2021-02-17,816.5714285714286,3164.714285714286
2021-02-18,816.5714285714286,3302.285714285714
2021-02-19,816.5714285714286,3337.8571428571427
2021-02-20,816.5714285714286,3401.0
2021-02-21,751.5714285714286,3462.714285714286
2021-02-22,751.5714285714286,3539.0
2021-02-23,751.5714285714286,3602.8571428571427
2021-02-24,751.5714285714286,3647.8571428571427
2021-02-25,751.5714285714286,3725.0
2021-02-26,751.5714285714286,3863.1428571428573
2021-02-27,751.5714285714286,3934.714285714286
2021-02-28,775.2857142857143,4007.0
2021-03-01,775.2857142857143,4084.5714285714284
2021-03-02,775.2857142857143,4167.428571428572
2021-03-03,775.2857142857143,4230.571428571428
2021-03-04,775.2857142857143,4263.428571428572
2021-03-05,775.2857142857143,4327.571428571428
2021-03-06,775.2857142857143,4445.714285714285
2021-03-07,767.1428571428571,4563.857142857143
2021-03-08,767.1428571428571,4682.142857142857
2021-03-09,767.1428571428571,4827.857142857143
2021-03-10,767.1428571428571,5010.714285714285
2021-03-11,767.1428571428571,5242.428571428572
2021-03-12,767.1428571428571,5488.714285714285
2021-03-13,767.1428571428571,5851.714285714285
2021-03-14,696.5714285714286,6214.714285714285
2021-03-15,696.5714285714286,6560.571428571428
2021-03-16,696.5714285714286,6801.714285714285
2021-03-17,696.5714285714286,6922.571428571428
2021-03-18,696.5714285714286,6903.0
2021-03-19,696.5714285714286,6690.857142857143
2021-03-20,696.5714285714286,6250.0
2021-03-21,828.1428571428571,5809.142857142857
2021-03-22,828.1428571428571,5361.714285714285
2021-03-23,828.1428571428571,5044.571428571428
2021-03-24,828.1428571428571,4879.285714285715
2021-03-25,828.1428571428571,4886.714285714285
2021-03-26,828.1428571428571,5196.0
2021-03-27,828.1428571428571,5658.714285714285
2021-03-28,951.2857142857143,6147.142857142857
2021-03-29,951.2857142857143,6645.571428571428
2021-03-30,951.2857142857143,7154.0
2021-03-31,951.2857142857143,7681.285714285715
2021-04-01,951.2857142857143,8221.142857142857
2021-04-02,951.2857142857143,8505.42857142857
2021-04-03,951.2857142857143,8642.142857142857
2021-04-04,1067.4285714285713,8760.0
2021-04-05,1067.4285714285713,8854.857142857143
2021-04-06,1067.4285714285713,8766.714285714286
2021-04-07,1067.4285714285713,8406.0
2021-04-08,1067.4285714285713,7860.142857142857
2021-04-09,1067.4285714285713,7556.857142857143
2021-04-10,1067.4285714285713,7462.857142857143
2021-04-11,911.1428571428571,7362.857142857143
2021-04-12,911.1428571428571,7324.142857142857
2021-04-13,911.1428571428571,7413.142857142857
2021-04-14,911.1428571428571,7790.428571428572
2021-04-15,911.1428571428571,8335.42857142857
2021-04-16,911.1428571428571,8592.285714285714
2021-04-17,911.1428571428571,8662.714285714286
2021-04-18,789.0,8725.0
2021-04-19,789.0,8766.42857142857
2021-04-20,789.0,8844.142857142857
2021-04-21,789.0,8914.714285714286
2021-04-22,789.0,8910.42857142857
2021-04-23,789.0,9103.42857142857
2021-04-24,789.0,9293.285714285714
2021-04-25,693.0,9477.857142857143
2021-04-26,693.0,9597.714285714286
2021-04-27,693.0,9533.142857142857
2021-04-28,693.0,9181.57142857143
2021-04-29,693.0,8807.42857142857
2021-04-30,693.0,8431.57142857143
2021-05-01,693.0,8208.57142857143
2021-05-02,668.5714285714286,8054.857142857143
2021-05-03,668.5714285714286,8104.857142857143
2021-05-04,668.5714285714286,8474.0
2021-05-05,668.5714285714286,9230.0
2021-05-06,668.5714285714286,10173.0
2021-05-07,668.5714285714286,11050.714285714286
2021-05-08,668.5714285714286,11903.285714285714
2021-05-09,611.4285714285714,12665.142857142857
2021-05-10,611.4285714285714,13167.57142857143
2021-05-11,611.4285714285714,13482.0
2021-05-12,611.4285714285714,13651.285714285714
2021-05-13,611.4285714285714,13652.142857142857
2021-05-14,611.4285714285714,13701.42857142857
2021-05-15,611.4285714285714,13656.857142857143
2021-05-16,456.57142857142856,13673.714285714286
2021-05-17,456.57142857142856,13896.714285714286
2021-05-18,456.57142857142856,14160.142857142857
2021-05-19,456.57142857142856,14401.285714285714
2021-05-20,456.57142857142856,14672.285714285714
2021-05-21,456.57142857142856,14932.0
2021-05-22,456.57142857142856,15268.285714285714
2021-05-23,335.85714285714283,15575.857142857143
2021-05-24,335.85714285714283,15742.857142857143
2021-05-25,335.85714285714283,15812.57142857143
2021-05-26,335.85714285714283,15813.42857142857
2021-05-27,335.85714285714283,15757.0
2021-05-28,335.85714285714283,15564.142857142857
2021-05-29,335.85714285714283,15316.714285714286
2021-05-30,279.2857142857143,15007.857142857143
2021-05-31,279.2857142857143,14743.42857142857
2021-06-01,279.2857142857143,14642.142857142857
2021-06-02,279.2857142857143,14730.0
2021-06-03,279.2857142857143,14994.857142857143
2021-06-04,279.2857142857143,15491.714285714286
2021-06-05,279.2857142857143,16041.42857142857
2021-06-06,244.42857142857142,16752.85714285714
2021-06-07,244.42857142857142,17473.571428571428
2021-06-08,244.42857142857142,18058.85714285714
2021-06-09,244.42857142857142,18362.85714285714
2021-06-10,244.42857142857142,18434.714285714286
2021-06-11,244.42857142857142,18284.714285714286
2021-06-12,244.42857142857142,18055.14285714286
2021-06-13,147.57142857142858,17695.571428571428
2021-06-14,147.57142857142858,17307.14285714286
2021-06-15,147.57142857142858,16858.285714285714
2021-06-16,147.57142857142858,16395.285714285714
2021-06-17,147.57142857142858,15755.714285714286
2021-06-18,147.57142857142858,14989.285714285714
2021-06-19,147.57142857142858,14086.0
2021-06-20,76.0,13176.142857142857
2021-06-21,76.0,12249.42857142857
2021-06-22,76.0,11422.57142857143
2021-06-23,76.0,10803.857142857143
2021-06-24,76.0,10549.142857142857
2021-06-25,76.0,10222.42857142857
2021-06-26,76.0,10103.714285714286
2021-06-27,35.857142857142854,9992.285714285714
2021-06-28,35.857142857142854,9929.714285714286
2021-06-29,35.857142857142854,9879.42857142857
2021-06-30,35.857142857142854,9641.714285714286
2021-07-01,35.857142857142854,9174.0
2021-07-02,35.857142857142854,9281.142857142857
2021-07-03,35.857142857142854,9302.714285714286
2021-07-04,25.285714285714285,9354.57142857143
2021-07-05,25.285714285714285,9394.57142857143
2021-07-06,25.285714285714285,9338.857142857143
2021-07-07,25.285714285714285,9364.285714285714
