date,moving_average_new_cases,moving_average_new_vaccinations
2021-03-24,61.285714285714285,4982.857142857143
2021-03-25,54.857142857142854,5749.428571428572
2021-03-26,48.857142857142854,6567.857142857143
2021-03-27,34.42857142857143,7704.714285714285
2021-03-28,34.57142857142857,8797.857142857143
2021-03-29,34.857142857142854,10094.142857142857
2021-03-30,33.57142857142857,11019.57142857143
2021-03-31,28.857142857142858,11640.714285714286
2021-04-01,28.142857142857142,11831.0
2021-04-02,28.142857142857142,11625.142857142857
2021-04-03,32.0,10769.57142857143
2021-04-04,27.0,9972.42857142857
2021-04-05,25.714285714285715,8979.42857142857
2021-04-06,24.0,8108.857142857143
2021-04-07,22.857142857142858,7301.142857142857
2021-04-08,23.857142857142858,6615.714285714285
2021-04-09,22.0,6087.857142857143
2021-04-10,20.0,6075.714285714285
2021-04-11,22.571428571428573,6112.285714285715
2021-04-12,23.714285714285715,6297.428571428572
2021-04-13,26.571428571428573,6763.714285714285
2021-04-14,26.714285714285715,7300.571428571428
2021-04-15,24.714285714285715,7770.857142857143
2021-04-16,23.428571428571427,8156.857142857143
2021-04-17,20.0,8222.857142857143
2021-04-18,18.428571428571427,8194.714285714286
2021-04-19,16.285714285714285,8058.428571428572
2021-04-20,14.285714285714286,7383.142857142857
2021-04-21,13.714285714285714,6501.571428571428
2021-04-22,12.0,5668.428571428572
2021-04-23,12.428571428571429,4866.714285714285
2021-04-24,11.142857142857142,4203.571428571428
2021-04-25,11.0,3565.8571428571427
2021-04-26,10.714285714285714,3032.0
2021-04-27,8.857142857142858,2808.285714285714
2021-04-28,9.0,2782.0
2021-04-29,11.0,2819.0
2021-04-30,10.428571428571429,2979.0
2021-05-01,11.571428571428571,3153.5714285714284
2021-05-02,12.0,3343.0
2021-05-03,11.428571428571429,3489.1428571428573
2021-05-04,11.142857142857142,3592.4285714285716
2021-05-05,13.142857142857142,3621.5714285714284
2021-05-06,13.0,3588.0
2021-05-07,12.714285714285714,3435.285714285714
2021-05-08,11.428571428571429,3293.285714285714
2021-05-09,10.142857142857142,3121.0
2021-05-10,10.714285714285714,2914.1428571428573
2021-05-11,11.571428571428571,2743.0
2021-05-12,8.571428571428571,2631.285714285714
2021-05-13,6.142857142857143,2574.0
2021-05-14,7.0,2531.0
2021-05-15,6.857142857142857,2437.4285714285716
2021-05-16,6.285714285714286,2362.8571428571427
2021-05-17,6.142857142857143,2316.0
2021-05-18,5.142857142857143,2203.285714285714
2021-05-19,6.857142857142857,2039.5714285714287
2021-05-20,7.428571428571429,1846.4285714285713
2021-05-21,7.285714285714286,1710.4285714285713
2021-05-22,7.857142857142857,1641.4285714285713
2021-05-23,9.142857142857142,1573.142857142857
2021-05-24,10.0,1507.857142857143
2021-05-25,11.0,1487.2857142857142
2021-05-26,9.142857142857142,1507.4285714285713
2021-05-27,9.428571428571429,1538.142857142857
2021-05-28,8.285714285714286,1555.7142857142858
2021-05-29,8.857142857142858,1534.142857142857
2021-05-30,7.857142857142857,1523.0
2021-05-31,7.285714285714286,1503.142857142857
2021-06-01,6.428571428571429,1498.0
2021-06-02,7.285714285714286,1468.7142857142858
2021-06-03,8.0,1405.142857142857
2021-06-04,8.0,1294.7142857142858
2021-06-05,6.857142857142857,1160.0
2021-06-06,7.857142857142857,1026.7142857142858
2021-06-07,7.857142857142857,907.8571428571429
2021-06-08,9.285714285714286,842.7142857142857
2021-06-09,9.142857142857142,862.2857142857143
2021-06-10,10.285714285714286,954.1428571428571
2021-06-11,11.714285714285714,1171.857142857143
2021-06-12,14.142857142857142,1483.7142857142858
2021-06-13,14.428571428571429,1820.7142857142858
2021-06-14,16.571428571428573,2188.1428571428573
2021-06-15,23.0,2534.285714285714
2021-06-16,25.428571428571427,2853.0
2021-06-17,31.142857142857142,3352.285714285714
2021-06-18,36.42857142857143,3832.4285714285716
2021-06-19,44.42857142857143,4322.428571428572
2021-06-20,49.57142857142857,4766.0
2021-06-21,51.714285714285715,5157.428571428572
2021-06-22,50.0,5434.857142857143
2021-06-23,58.285714285714285,5579.428571428572
2021-06-24,66.42857142857143,5268.857142857143
2021-06-25,73.85714285714286,4739.857142857143
2021-06-26,86.71428571428571,4016.714285714286
2021-06-27,103.14285714285714,3295.0
2021-06-28,108.71428571428571,2573.5714285714284
2021-06-29,113.57142857142857,1887.0
2021-06-30,128.71428571428572,1282.7142857142858
2021-07-01,144.42857142857142,910.5714285714286
2021-07-02,162.85714285714286,699.7142857142857
2021-07-03,169.28571428571428,616.0
2021-07-04,180.85714285714286,562.0
2021-07-05,185.28571428571428,540.1428571428571
2021-07-06,192.57142857142858,556.1428571428571
2021-07-07,209.85714285714286,584.7142857142857
